"id","name","slug","brand","category","strain","thc","cbd","lab_test"
"13280","Minty Afgoo - Wax","rumpelstiltskin-extracts-rump-wax-minty-afgoo-wax","Rumpelstiltskin Extracts (Rump Wax)","Concentrate,Wax,","Minty Afgoo",,,
"13281","Faceoff Cut OG Kush - Wax","rumpelstiltskin-extracts-rump-wax-faceoff-cut-og-kush-wax","Rumpelstiltskin Extracts (Rump Wax)","Concentrate,Wax,","Faceoff Cut OG Kush",,,
"13282","Blackberry Kush - Shatter","rumpelstiltskin-extracts-rump-wax-blackberry-kush-shatter","Rumpelstiltskin Extracts (Rump Wax)","Concentrate,Shatter,","Blackberry Kush",,,
"13283","Blackberry Kush - Wax","rumpelstiltskin-extracts-rump-wax-blackberry-kush-wax","Rumpelstiltskin Extracts (Rump Wax)","Concentrate,Wax,","Blackberry Kush",,,
"13284","Hawaiian - Shatter","rumpelstiltskin-extracts-rump-wax-hawaiian-shatter","Rumpelstiltskin Extracts (Rump Wax)","Concentrate,Shatter,","Hawaiian",,,
"13285","Headband - Shatter","mondo-co-headband-shatter","Mondo Co.","Concentrate,Shatter,","Headband",,,
"13286","Fruity Pebbles OG - Shatter","santa-cruz-extracts-fruity-pebbles-og-shatter","Santa Cruz Extracts","Concentrate,Shatter,","Fruity Pebbles OG",,,
"13287","Headband - Shatter","santa-cruz-extracts-headband-shatter","Santa Cruz Extracts","Concentrate,Shatter,","Headband",,,
"13288","Royal Kush - Crumble","bliss-edibles-extracts-royal-kush-crumble","Bliss Edibles & Extracts","Concentrate,Crumble,Wax,","Royal Kush",,,
"13289","Cherry AK-47 - Shatter","crystal-clear-concentrates-cherry-ak-47-shatter","Crystal Clear Concentrates","Concentrate,Shatter,","Cherry AK-47",,,
"13290","Chernobyl - Shatter","crystal-clear-concentrates-chernobyl-shatter","Crystal Clear Concentrates","Concentrate,Shatter,","Chernobyl",,,
"13291","Girl Scout Cookies - Shatter","crystal-clear-concentrates-girl-scout-cookies-shatter","Crystal Clear Concentrates","Concentrate,Shatter,","Girl Scout Cookies",,,
"13292","Cannatonic x Girl Scout Cookies - Shatter","crystal-clear-concentrates-cannatonic-x-girl-scout-cookies-shatter","Crystal Clear Concentrates","Concentrate,Shatter,","Cannatonic x Girl Scout Cookies",,,
"13293","Gorilla Glue #4 - Shatter","crystal-clear-concentrates-gorilla-glue-4-shatter","Crystal Clear Concentrates","Concentrate,Shatter,","Gorilla Glue #4",,,
"13294","Purple Armageddon - Vaporizer Cartridge","brite-labs-purple-armageddon-vaporizer-cartridge","Brite Labs","Vapes,Vape Cartidge,","Purple Armageddon",,,
"13295","Skywalker OG - Wax","west-coast-cure-skywalker-og-wax","West Coast Cure","Concentrate,Wax,","Skywalker OG",,,
"13296","Diablo OG Kush - Wax","west-coast-cure-diablo-og-kush-wax","West Coast Cure","Concentrate,Wax,","Diablo OG Kush",,,
"13297","Crown OG - Shatter","west-coast-cure-crown-og-shatter","West Coast Cure","Concentrate,Shatter,","Crown OG",,,
"13298","Boonana (Blunana) - Shatter","inspired-extracts-boonana-blunana-shatter","Inspired Extracts","Concentrate,Shatter,","Boonana (Blunana)",,,
"13299","Super Lemon Haze x Bubba Kush - Shatter","icy-extracts-super-lemon-haze-x-bubba-kush-shatter","Icy Extracts","Concentrate,Shatter,","Super Lemon Haze x Bubba Kush",,,
"13300","Dream OG - Wax","unknown-producer-dream-og-wax","Unknown Producer","Concentrate,Wax,","Dream OG",,,
"13301","Skywalker OG - Oil","unknown-producer-skywalker-og-oil","Unknown Producer","Concentrate,Oil,","Skywalker OG",,,
"13302","Silver Headband - Water Hash","unknown-producer-silver-headband-water-hash","Unknown Producer","Concentrate,Bubble Hash,","Silver Headband",,,
"13303","Jack Herer - Oil","pure-essentials-jack-herer-oil","Pure Essentials","Concentrate,Oil,","Jack Herer",,,
"13304","Kosher Kush - Shatter","unknown-producer-kosher-kush-shatter","Unknown Producer","Concentrate,Shatter,","Kosher Kush",,,
"13305","Goki Headband - Water Hash","unknown-producer-goki-headband-water-hash","Unknown Producer","Concentrate,Bubble Hash,","Goki Headband",,,
"13306","Blue Dream - Water Hash","highly-concentrated-blue-dream-water-hash","Highly Concentrated","Concentrate,Bubble Hash,","Blue Dream",,,
"13307","Allen Wrench - Wax","dabbenport-extracts-allen-wrench-wax","Dabbenport Extracts","Concentrate,Wax,","Allen Wrench",,,
"13308","San Fernando Valley OG (SFV OG) - Wax","dabbenport-extracts-san-fernando-valley-og-sfv-og-wax","Dabbenport Extracts","Concentrate,Wax,","San Fernando Valley OG (SFV OG)",,,
"13309","Strawberry Cough - Vaporizer Cartridge","bhang-strawberry-cough-vaporizer-cartridge","Bhang","Vapes,Vape Cartidge,","Strawberry Cough",,,
"13310","White Yeti (Abominable Snowman) - Shatter","loompa-farms-white-yeti-abominable-snowman-shatter","Loompa Farms","Concentrate,Shatter,","White Yeti (Abominable Snowman)",,,
"13311","White Yeti (Abominable Snowman) - Vaporizer Cartridge","loompa-farms-white-yeti-abominable-snowman-vaporizer-cartridge","Loompa Farms","Vapes,Vape Cartidge,","White Yeti (Abominable Snowman)",,,
"13312","T-1 (This Is The Shit) - Crumble","nectars-710-t-1-this-is-the-shit-crumble","Nectars 710","Concentrate,Crumble,Wax,","T-1 (This Is The Shit)",,,
"13313","Orange OG - Shatter","gold-drop-orange-og-shatter","Gold Drop","Concentrate,Shatter,","Orange OG",,,
"13314","Lemon Thai x Freedom Baby - Shatter","dab-centric-extracts-lemon-thai-x-freedom-baby-shatter","Dab Centric Extracts","Concentrate,Shatter,","Lemon Thai x Freedom Baby",,,
"13315","Lemon Thai x Freedom Baby - ","dab-centric-extracts-lemon-thai-x-freedom-baby","Dab Centric Extracts",,"Lemon Thai x Freedom Baby",,,
"13316","Granddaddy Purple (GDP) - Vaporizer Cartridge","popnaturals-granddaddy-purple-gdp-vaporizer-cartridge","PopNaturals","Vapes,Vape Cartidge,","Granddaddy Purple (GDP)",,,
"13317","OG Squared (FooDog) - Shatter","loompa-farms-og-squared-foodog-shatter","Loompa Farms","Concentrate,Shatter,","OG Squared (FooDog)",,,
"13318","OG Squared (FooDog) - Vaporizer Cartridge","loompa-farms-og-squared-foodog-vaporizer-cartridge","Loompa Farms","Vapes,Vape Cartidge,","OG Squared (FooDog)",,,
"13319","Cherry Cheesecake - Shatter","gold-drop-cherry-cheesecake-shatter","Gold Drop","Concentrate,Shatter,","Cherry Cheesecake",,,
"13320","Purple Mr. Nice Guy - Shatter","unknown-producer-purple-mr-nice-guy-shatter","Unknown Producer","Concentrate,Shatter,","Purple Mr. Nice Guy",,,
"13321","Rainbow Haze - Shatter","unknown-producer-rainbow-haze-shatter","Unknown Producer","Concentrate,Shatter,","Rainbow Haze",,,
"13322","Doc Holliday - Wax","gold-drop-doc-holliday-wax","Gold Drop","Concentrate,Wax,","Doc Holliday",,,
"13323","Nuken - Shatter","unknown-producer-nuken-shatter","Unknown Producer","Concentrate,Shatter,","Nuken",,,
"13324","OGer 99 - Shatter","unknown-producer-oger-99-shatter","Unknown Producer","Concentrate,Shatter,","OGer 99",,,
"13325","Platinum Headband - Wax","unknown-producer-platinum-headband-wax","Unknown Producer","Concentrate,Wax,","Platinum Headband",,,
"13326","Ghost Train Haze #1 - Wax","prime-extractions-ghost-train-haze-1-wax","Prime Extractions","Concentrate,Wax,","Ghost Train Haze #1",,,
"13327","Fire OG Kush - Shatter","mr-b-extracts-fire-og-kush-shatter","Mr. B Extracts","Concentrate,Shatter,","Fire OG Kush",,,
"13328","White Romulan - Shatter","mr-b-extracts-white-romulan-shatter","Mr. B Extracts","Concentrate,Shatter,","White Romulan",,,
"13329","Sour Skunk - Shatter","mr-b-extracts-sour-skunk-shatter","Mr. B Extracts","Concentrate,Shatter,","Sour Skunk",,,
"13330","Sour Diesel - Shatter","west-coast-cure-sour-diesel-shatter","West Coast Cure","Concentrate,Shatter,","Sour Diesel",,,
"13331","Sour Diesel - Water Hash","full-flava-extracts-sour-diesel-water-hash","Full Flava Extracts","Concentrate,Bubble Hash,","Sour Diesel",,,
"13332","Masterkush - Shatter","omg-extracts-masterkush-shatter","OMG Extracts","Concentrate,Shatter,","Masterkush",,,
"13333","Key Lime Cookies - Wax","unknown-producer-key-lime-cookies-wax","Unknown Producer","Concentrate,Wax,","Key Lime Cookies",,,
"13334","Purple Mr. Nice Guy - Wax","unknown-producer-purple-mr-nice-guy-wax","Unknown Producer","Concentrate,Wax,","Purple Mr. Nice Guy",,,
"13335","Cherry Limeade - Wax","unknown-producer-cherry-limeade-wax","Unknown Producer","Concentrate,Wax,","Cherry Limeade",,,
"13336","Blueberry - Vaporizer Cartridge","brite-labs-blueberry-vaporizer-cartridge","Brite Labs","Vapes,Vape Cartidge,","Blueberry",,,
"13337","Fire OG Kush - Vaporizer Cartridge","brite-labs-fire-og-kush-vaporizer-cartridge","Brite Labs","Vapes,Vape Cartidge,","Fire OG Kush",,,
"13338","Girl Scout Cookies - Vaporizer Cartridge","brite-labs-girl-scout-cookies-vaporizer-cartridge","Brite Labs","Vapes,Vape Cartidge,","Girl Scout Cookies",,,
"13339","3x Cookies - Wax","dankman-3x-cookies-wax","DankMan","Concentrate,Wax,","3x Cookies",,,
"13340","Strawberry Diesel (Holy Smoke) - Water Hash","unknown-producer-strawberry-diesel-holy-smoke-water-hash","Unknown Producer","Concentrate,Bubble Hash,","Strawberry Diesel (Holy Smoke)",,,
"13341","Diesel - Wax","unknown-producer-diesel-wax","Unknown Producer","Concentrate,Wax,","Diesel",,,
"13342","Viper City OG - Hash","unknown-producer-viper-city-og-hash","Unknown Producer",,"Viper City OG",,,
"13343","OG Diesel - Wax","unknown-producer-og-diesel-wax","Unknown Producer","Concentrate,Wax,","OG Diesel",,,
"13344","Afghani #1 - Kief","unknown-producer-afghani-1-kief","Unknown Producer","Concentrate,Kief,","Afghani #1",,,
"13345","Northern Lights #5 x Haze - Wax","unknown-producer-northern-lights-5-x-haze-wax","Unknown Producer","Concentrate,Wax,","Northern Lights #5 x Haze",,,
"13346","Jack Wreck - Wax","unknown-producer-jack-wreck-wax","Unknown Producer","Concentrate,Wax,","Jack Wreck",,,
"13347","Gorilla Glue #4 - Water Hash","unknown-producer-gorilla-glue-4-water-hash","Unknown Producer","Concentrate,Bubble Hash,","Gorilla Glue #4",,,
"13348","Dream Queen - Crumble","unknown-producer-dream-queen-crumble","Unknown Producer","Concentrate,Crumble,Wax,","Dream Queen",,,
"13349","Key Lime Pie - Shatter","rumpelstiltskin-extracts-rump-wax-key-lime-pie-shatter","Rumpelstiltskin Extracts (Rump Wax)","Concentrate,Shatter,","Key Lime Pie",,,
"13350","OG Kush - Wax","waxology-og-kush-wax","Waxology","Concentrate,Wax,","OG Kush",,,
"13351","Super Lemon Haze - Wax","waxology-super-lemon-haze-wax","Waxology","Concentrate,Wax,","Super Lemon Haze",,,
"13352","Faceoff Cut OG Kush - Shatter","rumpelstiltskin-extracts-rump-wax-faceoff-cut-og-kush-shatter","Rumpelstiltskin Extracts (Rump Wax)","Concentrate,Shatter,","Faceoff Cut OG Kush",,,
"13353","Christmas Cookies - Shatter","rumpelstiltskin-extracts-rump-wax-christmas-cookies-shatter","Rumpelstiltskin Extracts (Rump Wax)","Concentrate,Shatter,","Christmas Cookies",,,
"13354","Sweet Island Skunk - Wax","gold-drop-sweet-island-skunk-wax","Gold Drop","Concentrate,Wax,","Sweet Island Skunk",,,
"13355","Sweet Island Skunk - Shatter","gold-drop-sweet-island-skunk-shatter","Gold Drop","Concentrate,Shatter,","Sweet Island Skunk",,,
"13356","Grape Ape - Vaporizer Cartridge","gold-drop-grape-ape-vaporizer-cartridge","Gold Drop","Vapes,Vape Cartidge,","Grape Ape",,,
"13357","Passionfruit - Oil","unknown-producer-passionfruit-oil","Unknown Producer","Concentrate,Oil,","Passionfruit",,,
"13358","Taffie - Water Hash","cali-sift-co-taffie-water-hash","Cali Sift Co.","Concentrate,Bubble Hash,","Taffie",,,
"13359","Animal Cookies - Water Hash","cali-sift-co-animal-cookies-water-hash","Cali Sift Co.","Concentrate,Bubble Hash,","Animal Cookies",,,
"13360","Pure - Oil","unknown-producer-pure-oil","Unknown Producer","Concentrate,Oil,","Pure",,,
"13361","Super Silver Haze (SSH) - Water Hash","cali-sift-co-super-silver-haze-ssh-water-hash","Cali Sift Co.","Concentrate,Bubble Hash,","Super Silver Haze (SSH)",,,
"13362","Jah Goo - Water Hash","cali-sift-co-jah-goo-water-hash","Cali Sift Co.","Concentrate,Bubble Hash,","Jah Goo",,,
"13363","Harle-Tsu - Wax","unknown-producer-harle-tsu-wax","Unknown Producer","Concentrate,Wax,","Harle-Tsu",,,
"13364","CBD Blend - Wax","unknown-producer-cbd-blend-wax","Unknown Producer","Concentrate,Wax,","CBD Blend",,,
"13365","Purple Trainwreck - Water Hash","soilgrown-solventless-purple-trainwreck-water-hash","Soilgrown Solventless","Concentrate,Bubble Hash,","Purple Trainwreck",,,
"13366","Cheese - Water Hash","soilgrown-solventless-cheese-water-hash","Soilgrown Solventless","Concentrate,Bubble Hash,","Cheese",,,
"13367","OG Kush - Shatter","top-tier-extractions-og-kush-shatter","Top Tier Extractions","Concentrate,Shatter,","OG Kush",,,
"13368","Pre 98 Bubba Kush - Wax","unknown-producer-pre-98-bubba-kush-wax","Unknown Producer","Concentrate,Wax,","Pre 98 Bubba Kush",,,
"13369","Platinum Bubba - Kief","unknown-producer-platinum-bubba-kief","Unknown Producer","Concentrate,Kief,","Platinum Bubba",,,
"13370","OG Kush - Oil","raw-co2-og-kush-oil","Raw Co2","Concentrate,Oil,","OG Kush",,,
"13371","Game Changer - Shatter","unknown-producer-game-changer-shatter","Unknown Producer","Concentrate,Shatter,","Game Changer",,,
"13372","Sour OG - Shatter","jmp-botanicals-sour-og-shatter","JMP Botanicals","Concentrate,Shatter,","Sour OG",,,
"13373","Red Dragon - Shatter","jmp-botanicals-red-dragon-shatter","JMP Botanicals","Concentrate,Shatter,","Red Dragon",,,
"13374","Golden Kush - Shatter","jmp-botanicals-golden-kush-shatter","JMP Botanicals","Concentrate,Shatter,","Golden Kush",,,
"13375","New Jack City - Shatter","unknown-producer-new-jack-city-shatter","Unknown Producer","Concentrate,Shatter,","New Jack City",,,
"13376","Cheese - Shatter","unknown-producer-cheese-shatter","Unknown Producer","Concentrate,Shatter,","Cheese",,,
"13377","Pineapple Trainwreck - Wax","unknown-producer-pineapple-trainwreck-wax","Unknown Producer","Concentrate,Wax,","Pineapple Trainwreck",,,
"13378","Sour Cookies - Shatter","muffin-man-extracts-sour-cookies-shatter","Muffin Man Extracts","Concentrate,Shatter,","Sour Cookies",,,
"13379","Skywalker OG - Shatter","muffin-man-extracts-skywalker-og-shatter","Muffin Man Extracts","Concentrate,Shatter,","Skywalker OG",,,
"13380","Cherry AK-47 - Wax","dankman-cherry-ak-47-wax","DankMan","Concentrate,Wax,","Cherry AK-47",,,
"13381","OG Kush - Kief","vhhc-og-kush-kief","VHHC","Concentrate,Kief,","OG Kush",,,
"13382","Silver Headband - Hash","unknown-producer-silver-headband-hash","Unknown Producer",,"Silver Headband",,,
"13383","Blue Headband - Hash","unknown-producer-blue-headband-hash","Unknown Producer",,"Blue Headband",,,
"13384","Jack Haze - Crumble","unknown-producer-jack-haze-crumble","Unknown Producer","Concentrate,Crumble,Wax,","Jack Haze",,,
"13385","Jah Goo - Crumble","unknown-producer-jah-goo-crumble","Unknown Producer","Concentrate,Crumble,Wax,","Jah Goo",,,
"13386","Blue Dream - Oil","vhhc-blue-dream-oil","VHHC","Concentrate,Oil,","Blue Dream","61.55%","0.84%",
"13387","Y Griega - Crumble","unknown-producer-y-griega-crumble","Unknown Producer","Concentrate,Crumble,Wax,","Y Griega",,,
"13388","Y Griega - Wax","unknown-producer-y-griega-wax","Unknown Producer","Concentrate,Wax,","Y Griega",,,
"13389","Diesel - Hash","unknown-producer-diesel-hash","Unknown Producer",,"Diesel",,,
"13390","Big Blue - Shatter","critical-concentrates-big-blue-shatter","CritiCal Concentrates","Concentrate,Shatter,","Big Blue",,,
"13391","Moonshine Haze - Crumble","unknown-producer-moonshine-haze-crumble","Unknown Producer","Concentrate,Crumble,Wax,","Moonshine Haze",,,
"13392","Super Jack - Crumble","unknown-producer-super-jack-crumble","Unknown Producer","Concentrate,Crumble,Wax,","Super Jack",,,
"13393","Ancient OG - Hash","unknown-producer-ancient-og-hash","Unknown Producer",,"Ancient OG",,,
"13394","Purple Fire - Kief","stagecoach-purple-fire-kief","Stagecoach","Concentrate,Kief,","Purple Fire",,,
"13395","Berry White - Crumble","jolly-dog-berry-white-crumble","Jolly Dog","Concentrate,Crumble,Wax,","Berry White",,,
"13396","Goki Headband - Oil","nectars-710-goki-headband-oil","Nectars 710","Concentrate,Oil,","Goki Headband",,,
"13397","Platinum Cookies - Kief","unknown-producer-platinum-cookies-kief","Unknown Producer","Concentrate,Kief,","Platinum Cookies",,,
"13398","Space Bomb - Kief","unknown-producer-space-bomb-kief","Unknown Producer","Concentrate,Kief,","Space Bomb",,,
"13399","Michael Phelps OG - Wax","couch-glue-concentrates-michael-phelps-og-wax","Couch Glue Concentrates","Concentrate,Wax,","Michael Phelps OG",,,
"13400","Strawberry Cough - Shatter","unknown-producer-strawberry-cough-shatter","Unknown Producer","Concentrate,Shatter,","Strawberry Cough",,,
"13401","Granddaddy Purple (GDP) - Vaporizer Disposable","bumblebee-granddaddy-purple-gdp-vaporizer-disposable","Bumblebee","Vapes,Disposable Vape,","Granddaddy Purple (GDP)","63.10%","3.84%",
"13402","Black Lime Reserve - Vaporizer Cartridge","o-pen-vape-black-lime-reserve-vaporizer-cartridge","O.pen VAPE","Vapes,Vape Cartidge,","Black Lime Reserve",,,
"13403","Blue Train - Wax","super-critical-blue-train-wax","Super Critical","Concentrate,Wax,","Blue Train",,,
"13404","Misty - Shatter","allure-extracts-misty-shatter","Allure Extracts","Concentrate,Shatter,","Misty",,,
"13405","Sour Purple Kush - Vaporizer Cartridge","eureka-vapor-sour-purple-kush-vaporizer-cartridge","Eureka Vapor","Vapes,Vape Cartidge,","Sour Purple Kush",,,
"13406","Deadhead Durban - Vaporizer Cartridge","o-pen-vape-deadhead-durban-vaporizer-cartridge","O.pen VAPE","Vapes,Vape Cartidge,","Deadhead Durban",,,
"13407","Blue Sapphire - Shatter","unknown-producer-blue-sapphire-shatter","Unknown Producer","Concentrate,Shatter,","Blue Sapphire",,,
"13408","Headband OG - Wax","unknown-producer-headband-og-wax","Unknown Producer","Concentrate,Wax,","Headband OG",,,
"13409","Nova - Water Hash","unknown-producer-nova-water-hash","Unknown Producer","Concentrate,Bubble Hash,","Nova",,,
"13410","Headband x Sour Band - Vaporizer Cartridge","o-pen-vape-headband-x-sour-band-vaporizer-cartridge","O.pen VAPE","Vapes,Vape Cartidge,","Headband x Sour Band",,,
"13411","Afghani Landrace - Shatter","unknown-producer-afghani-landrace-shatter","Unknown Producer","Concentrate,Shatter,","Afghani Landrace",,,
"13412","Purple Mr. Nice Guy - Oil","unknown-producer-purple-mr-nice-guy-oil","Unknown Producer","Concentrate,Oil,","Purple Mr. Nice Guy",,,
"13413","Royal Cheese - Vaporizer Cartridge","o-pen-vape-royal-cheese-vaporizer-cartridge","O.pen VAPE","Vapes,Vape Cartidge,","Royal Cheese",,,
"13414","Sour Skunk - Wax","unknown-producer-sour-skunk-wax","Unknown Producer","Concentrate,Wax,","Sour Skunk",,,
"13415","StarDawg - Shatter","shaman-extracts-stardawg-shatter","Shaman Extracts","Concentrate,Shatter,","StarDawg",,,
